# Output from hector version 1.1
run_name,Year,Ca,Ftot
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1904,278.052,-0.337648
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1905,278.052,0.0159617
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1906,278.052,0.109101
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1907,278.052,0.0802125
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1908,278.052,0.0869505
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1909,278.052,0.148171
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1910,278.052,0.178201
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1911,278.052,0.18601
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1912,278.052,-0.0560123
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1913,278.052,-0.162377
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1914,278.052,0.0512344
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1915,278.052,0.156517
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1916,278.052,0.186099
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1917,278.052,0.19615
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1918,278.052,0.203438
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1919,278.052,0.197682
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1920,278.052,0.115141
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1921,278.052,0.0940635
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1922,278.052,0.173436
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1923,278.052,0.188755
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1924,278.052,0.169833
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1925,278.052,0.163987
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1926,278.052,0.166054
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1927,278.052,0.158213
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1928,278.052,0.10311
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1929,278.052,0.0476957
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1930,278.052,0.067726
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1931,278.052,0.0876628
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1932,278.052,0.0514349
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1933,278.052,0.0557434
rcp45_doeclim_step_conc_reference_cmip5_comparison_diffusion_2.3,1934,278.052,0.0895584
